Betreuungsbezirk Nr,Betreuungsbezirk,Einrichtungsnummer,Einrichtungsname,Einrichtungsadresse,PLZ,Telefon,Anzahl Plätze,Einrichtungsart,Trägernummer,Trägername,Trägerart,Anschrift,Latitude,Longitude
1,Mitte,1020770,Kita Kleiner Frosch,Lübecker Str. 032,10559,3965210,40.0,Kindertagesstätte,8729,TEVBB Soziale Dienste GmbH,Sonstiger freier Träger,"Lübecker Str. 032, 10559, Berlin",52.5276596,13.3453744
1,Mitte,1020780,Kenntnisreich Kindertagesstätte Am Zoo,Katharina-Heinroth-Ufer 001,10787,26931422,39.0,Eltern-Initiativ-Kindertagesstätte,8259,Kenntnisreich Kindertagesstätten gGmbH,Sonstiger freier Träger,"Katharina-Heinroth-Ufer 001, 10787, Berlin",52.5081267,13.3441593
1,Mitte,1020790,KiBiLuga,Bissingzeile 01519,10785,264 1248,130.0,Kindertagesstätte,107,Orte für Kinder GmbH,Sonstiger freier Träger,"Bissingzeile 01519, 10785, Berlin",52.5046461,13.3671074
1,Mitte,1020820,Kita Pädagogisches Arbeitskollektiv,Emdener Str. 047,10551,396 20 71,35.0,Kindertagesstätte,1253,Pädagogisches Arbeitskollektiv e.V.,Sonstiger freier Träger,"Emdener Str. 047, 10551, Berlin",52.5300319,13.3340575
1,Mitte,1020830,Kita Verein für praktische Pädagogik,Alt-Moabit 133B,10557,392 44 65,45.0,Kindertagesstätte,1263,Verein für praktische Pädagogik Moabit e.V.,Sonstiger freier Träger,"Alt-Moabit 133B, 10557, Berlin",52.52240885,13.360715604743186
1,Mitte,1020840,Kinder- und Schülerladen Olle Burg,Waldstr. 042,10551,030/3955572,30.0,Kindertagesstätte,5309,Fokus plus gGmbH,Sonstiger freier Träger,"Waldstr. 042, 10551, Berlin",52.5325116,13.3318611
1,Mitte,1020850,EKT - Der Kick - Initiative im Kiez,Birkenstr. 033,10551,3954982,16.0,Eltern-Initiativ-Kindertagesstätte,5309,Fokus plus gGmbH,Sonstiger freier Träger,"Birkenstr. 033, 10551, Berlin",52.5317835,13.3431898
1,Mitte,1020860,Kinderladen Rosa Wolke,Bochumer Str. 002,10555,017643316670,28.0,Eltern-Initiativ-Kindertagesstätte,772,Kirschkern e.V.,Sonstiger freier Träger,"Bochumer Str. 002, 10555, Berlin",52.5230689,13.3381768
1,Mitte,1020870,Kita Hansa-Ufer 3a Kigä City,Hansa-Ufer 003A,10555,34620664,100.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Hansa-Ufer 003A, 10555, Berlin",52.5189343,13.33659
1,Mitte,1020890,Kita am Lützowplatz 1,Lützowplatz 001,10785,75940911,30.0,Kindertagesstätte,8259,Kenntnisreich Kindertagesstätten gGmbH,Sonstiger freier Träger,"Lützowplatz 001, 10785, Berlin",52.5043292,13.3513229
1,Mitte,1020900,Kita Swimmy,Siemensstr. 010,10551,39880470,25.0,Kindertagesstätte,7859,MiniKitas First gGmbH,Sonstiger freier Träger,"Siemensstr. 010, 10551, Berlin",52.5329401,13.3291566
1,Mitte,1020950,Kita SOS-Kinderdorf,Waldstr. 023,10551,33099341,126.0,Kindertagesstätte,1347,SOS-Kinderdorf e.V.,Sonstiger freier Träger,"Waldstr. 023, 10551, Berlin",52.5325116,13.3318611
1,Mitte,1020970,Kita Kinderstube in Berlin,Klopstockstr. 001,10557,39746254,38.0,Kindertagesstätte,1403,"""Kinderstube in Berlin"" gGmbH",Sonstiger freier Träger,"Klopstockstr. 001, 10557, Berlin",52.5137394,13.3379838
1,Mitte,1021000,FRÖBEL Kindergarten Stepping Stones,Lützowstr. 106,10785,46 99 77 70,170.0,Kindertagesstätte,1227,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,"Lützowstr. 106, 10785, Berlin",52.5015484,13.3689042
1,Mitte,1021010,Kita Cheburashka-Tiergarten,Wilsnacker Str. 040,10559,39886617,26.0,Eltern-Initiativ-Kindertagesstätte,7388,Cheburashka gGmbH,Sonstiger freier Träger,"Wilsnacker Str. 040, 10559, Berlin",52.5264242,13.3517236
1,Mitte,1021060,EKT biberbau,Elberfelder Str. 019,10555,76213750,20.0,Eltern-Initiativ-Kindertagesstätte,636,Frecher Spatz e.V.,EKT,"Elberfelder Str. 019, 10555, Berlin",52.5237354,13.3361538
1,Mitte,1021090,Kinderladen Katz & Kedi,Jagowstr. 028,10555,3916129,24.0,Eltern-Initiativ-Kindertagesstätte,636,Frecher Spatz e.V.,EKT,"Jagowstr. 028, 10555, Berlin",52.5209219,13.3333211
1,Mitte,1021100,Die Bärenbande,Emdener Str. 056,10551,03098435840,26.0,Kindertagesstätte,7754,BEB Bildungseinrichtung für Erziehung und Bildung e.V.,Sonstiger freier Träger,"Emdener Str. 056, 10551, Berlin",52.5300319,13.3340575
1,Mitte,1021140,Kita Arlecchino,Alt-Moabit 035,10555,030 3983955,21.0,Kindertagesstätte,7989,Arlecchino gUG (haftungsbeschränkt),Sonstiger freier Träger,"Alt-Moabit 035, 10555, Berlin",52.5237554,13.3300491
1,Mitte,1021160,Kita Spielraum Perlentaucher,Perleberger Str. 047,10559,39881662,50.0,Kindertagesstätte,8130,GenerationenRaum gemeinnützige Gesellschaft zur Förderung generationsübergreifender Interaktion mbH,Sonstiger freier Träger,"Perleberger Str. 047, 10559, Berlin",52.5362068,13.3579569
1,Mitte,1021170,Kindergarten Schatztruhe,Spenerstr. 037,10557,63966448,45.0,Kindertagesstätte,8140,"MI-SA-DI gUG (haftungsbeschränkt) gemeinnützige Unternehmergesellschaft für Migration, Soziale Arbeit und Dialog",Sonstiger freier Träger,"Spenerstr. 037, 10557, Berlin",52.5220504,13.3532565
1,Mitte,1021180,Kita Elfenbein,Huttenstr. 021,10553,34507967,35.0,Kindertagesstätte,8150,GFBE gGmbH- Gesellschaft für Bildung und Erziehung,Sonstiger freier Träger,"Huttenstr. 021, 10553, Berlin",52.5273485,13.3284485
1,Mitte,1021190,AWO Kita am Spreebogen,Alt-Moabit 098,10559,44724001,40.0,Kindertagesstätte,150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Arbeiterwohlfahrt,"Alt-Moabit 098, 10559, Berlin",52.5237999,13.3549748
1,Mitte,1021200,Kita Brighella,Alt-Moabit 037,10555,39839557,15.0,Kindertagesstätte,7989,Arlecchino gUG (haftungsbeschränkt),Sonstiger freier Träger,"Alt-Moabit 037, 10555, Berlin",52.5237554,13.3300491
1,Mitte,1021210,Kita Olle Burg,Waldstr. 041,10551,030/20679347,12.0,Kindertagesstätte,5309,Fokus plus gGmbH,Sonstiger freier Träger,"Waldstr. 041, 10551, Berlin",52.5325116,13.3318611
1,Mitte,1021230,Kita am Essener Park,Alt-Moabit 086,10555,39840277,50.0,Kindertagesstätte,1129,Stiftung Pro Gemeinsinn gGmbH,Sonstiger freier Träger,"Alt-Moabit 086, 10555, Berlin",52.5237554,13.3300491
1,Mitte,1021240,Kita Engelsnest,Kaiserin-Augusta-Allee 101,10553,03049085470,25.0,Kindertagesstätte,8360,Liberi Bildung gemeinnützige GmbH,Sonstiger freier Träger,"Kaiserin-Augusta-Allee 101, 10553, Berlin",52.5256694,13.3198275
1,Mitte,1021250,Kita Apfelkern,Elberfelder Str. 028,10555,030/49089209,25.0,Kindertagesstätte,8372,MetropolitanKids UG (haftungsbeschränkt),Sonstiger freier Träger,"Elberfelder Str. 028, 10555, Berlin",52.5237354,13.3361538
1,Mitte,1021260,Kita Safina,Erasmusstr. 007A,10553,94513770,20.0,Kindertagesstätte,8428,HadeWe-Integra gemeinnützige GmbH,Sonstiger freier Träger,"Erasmusstr. 007A, 10553, Berlin",52.5263227,13.3265262
1,Mitte,1021270,Kita Spielraum Havelsegler,Havelberger Str. 012,10559,39405500,25.0,Kindertagesstätte,8130,GenerationenRaum gemeinnützige Gesellschaft zur Förderung generationsübergreifender Interaktion mbH,Sonstiger freier Träger,"Havelberger Str. 012, 10559, Berlin",52.5341048,13.3471703
1,Mitte,1021290,KulturKindergarten Energiebündel der 50Hertz GmbH,Heidestr. 003,10557,3087 3740,25.0,Kindertagesstätte,7945,Dussmann Kulturkindergarten gemeinnützige GmbH,Sonstiger freier Träger,"Heidestr. 003, 10557, Berlin",52.5343852,13.3643318
1,Mitte,1021300,Kita Bahnhof,Lützowstr. 068,10785,35050922,25.0,Kindertagesstätte,8645,Vielfalt auf Augenhöhe gGmbH,Sonstiger freier Träger,"Lützowstr. 068, 10785, Berlin",52.5050057,13.3554023
1,Mitte,1021310,Kita Kolibri,Jagowstr. 018,10555,030/50569685,15.0,Kindertagesstätte,5309,Fokus plus gGmbH,Sonstiger freier Träger,"Jagowstr. 018, 10555, Berlin",52.5209219,13.3333211
1,Mitte,1021320,SpielRaum Stephanshafen,Stephanstr. 053,10559,26598704,20.0,Kindertagesstätte,8130,GenerationenRaum gemeinnützige Gesellschaft zur Förderung generationsübergreifender Interaktion mbH,Sonstiger freier Träger,"Stephanstr. 053, 10559, Berlin",52.5325955,13.3448842
1,Mitte,1021330,Kita Bellevue,Paulstr. 018,10557,40748134,25.0,Kindertagesstätte,8675,fidea Bildung gGmbH,Sonstiger freier Träger,"Paulstr. 018, 10557, Berlin",52.5182322,13.3549681
1,Mitte,1021340,Kita Elfenblume,Rostocker Str. 028,10553,‭030 40756202‬,25.0,Kindertagesstätte,8589,Forum für Bildung und Erziehung (FBE) gGmbH,Sonstiger freier Träger,"Rostocker Str. 028, 10553, Berlin",52.5308914,13.3266715
1,Mitte,1021350,Kita Schatzinsel,Wiclefstr. 032,10551,36460372,130.0,Kindertagesstätte,8728,REFORMATIONS-Campus e. V.,Sonstiger freier Träger,"Wiclefstr. 032, 10551, Berlin",52.5299201,13.3412106
1,Mitte,1021360,Kita Theobald Tiger,Perleberger Str. 039,10559,3965210,17.0,Kindertagesstätte,8729,TEVBB Soziale Dienste GmbH,Sonstiger freier Träger,"Perleberger Str. 039, 10559, Berlin",52.5362068,13.3579569
1,Mitte,1021370,INA.KINDERGARTEN Berlin Kita in der Europacity,Lydia-Rabinowitsch-Str. 005,10557,39818162,77.0,Kindertagesstätte,1312,INA.KINDER.GARTEN gGmbH,Sonstiger freier Träger,"Lydia-Rabinowitsch-Str. 005, 10557, Berlin",52.5321105,13.3669962
1,Mitte,1021380,Kita Spatzenvilla,Klara-Franke-Str. 001,10557,399 189 59,25.0,Kindertagesstätte,8894,E&K Education Care gUG,Sonstiger freier Träger,"Klara-Franke-Str. 001, 10557, Berlin",52.5330086,13.3608103
1,Mitte,1021390,Fröbel-Kindergarten Wasserstadt,Hedwig-Porschütz-Str. 006,10557,55462241,45.0,Kindertagesstätte,1227,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,"Hedwig-Porschütz-Str. 006, 10557, Berlin",52.5341624,13.366086
1,Mitte,1021400,Schulhort der Theodor-Heuss-Gemeinschaftsschule (nur Sprachförderung),Wiclefstr. 006,10551,,24.0,Kindertagesstätte,1347,SOS-Kinderdorf e.V.,Sonstiger freier Träger,"Wiclefstr. 006, 10551, Berlin",52.5299201,13.3412106
1,Mitte,1021420,Kindergarten Lisa-Fittko-Str.,Lisa-Fittko-Str. 009,10557,030 398 949 75,130.0,Kindertagesstätte,1227,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,"Lisa-Fittko-Str. 009, 10557, Berlin",52.5317104,13.3659017
1,Mitte,1021430,Kita Zinzenprinzen,Zinzendorfstr. 005,10555,3916313,18.0,Kindertagesstätte,5309,Fokus plus gGmbH,Sonstiger freier Träger,"Zinzendorfstr. 005, 10555, Berlin",52.5223532,13.3315437
1,Mitte,1021440,Kenntnisreich Lützowplatz,Lützowufer 001,10785,,30.0,Kindertagesstätte,8259,Kenntnisreich Kindertagesstätten gGmbH,Sonstiger freier Träger,"Lützowufer 001, 10785, Berlin",52.5059733,13.3595344
1,Mitte,1021450,Heilpädagogische Gruppe Kita Sonnenschein,Pohlstr. 087,10785,21005178,5.0,Kindertagesstätte,1355,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,"Pohlstr. 087, 10785, Berlin",52.5001049,13.3695411
1,Mitte,1030010,Kita Ackerstr. 60/Kigä City,Ackerstr. 060,13355,34620620,138.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Ackerstr. 060, 13355, Berlin",52.5381277,13.3849052
1,Mitte,1030020,Kita Brüsseler Straße,Brüsseler Str. 030,13353,4541884,125.0,Kindertagesstätte,1312,INA.KINDER.GARTEN gGmbH,Sonstiger freier Träger,"Brüsseler Str. 030, 13353, Berlin",52.5462025,13.3486064
1,Mitte,1030030,Kita Ramlerstr. 9-10/Kigä City,Ramlerstr. 009,13355,43207225,185.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Ramlerstr. 009, 13355, Berlin",52.5475186,13.3965597
1,Mitte,1030050,Kita Edinburger Str. 38/Kigä City,Edinburger Str. 038,13349,4529987,62.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Edinburger Str. 038, 13349, Berlin",52.5533822,13.3528911
1,Mitte,1030080,Kita Ghanastr. 13/Kigä City,Ghanastr. 013,13351,4518047,75.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Ghanastr. 013, 13351, Berlin",52.56015,13.3305117
1,Mitte,1030090,Kita Sternenhimmel,Graunstr. 011A,13355,44383451,120.0,Kindertagesstätte,1202,Pfefferwerk Stadtkultur gGmbH,Sonstiger freier Träger,"Graunstr. 011A, 13355, Berlin",52.5435591,13.3992874
1,Mitte,1030140,Kita Kunterbunt,Gottschedstr. 027,13357,4606 0825,185.0,Kindertagesstätte,1329,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,Sonstiger freier Träger,"Gottschedstr. 027, 13357, Berlin",52.5517026,13.3712399
1,Mitte,1030150,Kita Reinickendorfer Str. 98/Kigä City,Reinickendorfer Str. 098,13347,52134200,130.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Reinickendorfer Str. 098, 13347, Berlin",52.5446235,13.370029
1,Mitte,1030160,Kita Schönwalder Str. 19a/Kigä City,Schönwalder Str. 019A,13347,43207212,123.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Schönwalder Str. 019A, 13347, Berlin",52.5419251,13.3702228
1,Mitte,1030180,Kita Der Kinder-Garten in der Schwedenstraße,Schwedenstr. 009A,13359,48478836,100.0,Kindertagesstätte,1296,Jugend- und Sozialwerk gGmbH,Sonstiger freier Träger,"Schwedenstr. 009A, 13359, Berlin",52.5573155,13.3729101
1,Mitte,1030190,Kita Nordbahnstr. 15-16/Kigä City,Nordbahnstr. 015,13359,4947236,130.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Nordbahnstr. 015, 13359, Berlin",52.565555,13.391048
1,Mitte,1030210,Kita Wattstraße,Wattstr. 016,13355,44383340,75.0,Kindertagesstätte,1202,Pfefferwerk Stadtkultur gGmbH,Sonstiger freier Träger,"Wattstr. 016, 13355, Berlin",52.5396322,13.3912436
1,Mitte,1030230,Kita/Kinder in Bewegung (KIB) gGmbH,Gottschedstr. 028,13357,4606 0810,185.0,Kindertagesstätte,1329,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,Sonstiger freier Träger,"Gottschedstr. 028, 13357, Berlin",52.5517026,13.3712399
1,Mitte,1030240,Kita Lynarstr. 10/Kigä City,Lynarstr. 012,13353,4541972,114.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Lynarstr. 012, 13353, Berlin",52.539266,13.3567977
1,Mitte,1030280,Kita/Kinder in Bewegung (KiB),Togostr. 067,13351,451 90 76,160.0,Kindertagesstätte,1329,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,Sonstiger freier Träger,"Togostr. 067, 13351, Berlin",52.550574,13.3454871
1,Mitte,1030330,Ev. Kita Kornelius,Dubliner Str. 029,13349,452 11 78,55.0,Kindertagesstätte,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,"Dubliner Str. 029, 13349, Berlin",52.5612908,13.3478087
1,Mitte,1030340,Kindergarten Ruheplatz 13,Ruheplatzstr. 013,13347,34620607,171.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Ruheplatzstr. 013, 13347, Berlin",52.5466829,13.3627386
1,Mitte,1030350,Kita Afrikanische Straße,Afrikanische Str. 028,13351,4502 3277,150.0,Kindertagesstätte,1318,Kinder im Kiez gGmbH,Sonstiger freier Träger,"Afrikanische Str. 028, 13351, Berlin",52.5471901,13.3426524
1,Mitte,1030370,Kita Märchenland,Bornholmer Str. 044,13359,4998 8690,160.0,Kindertagesstätte,107,Orte für Kinder GmbH,Sonstiger freier Träger,"Bornholmer Str. 044, 13359, Berlin",52.5551065,13.3941697
1,Mitte,1030390,Kita Stettiner Str. 21-23/Kigä City,Stettiner Str. 021,13357,34620606,184.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Stettiner Str. 021, 13357, Berlin",52.551366,13.3835723
1,Mitte,1030400,Kita Petersallee 29/Kigä City,Petersallee 029,13351,35128686,160.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Petersallee 029, 13351, Berlin",52.5583295,13.3368464
1,Mitte,1030410,Ev. Kita Nazareth,Nazarethkirchstr. 050,13347,456 62 91,75.0,Kindertagesstätte,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,"Nazarethkirchstr. 050, 13347, Berlin",52.54719,13.3584936
1,Mitte,1030420,Ev. Kinderhaus Kapernaum,Seestr. 035,13353,453 63 07,70.0,Kindertagesstätte,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,"Seestr. 035, 13353, Berlin",52.5412166,13.334036
1,Mitte,1030430,Ev. Kita Stephanus,Soldiner Str. 021,13359,493 62 62,80.0,Kindertagesstätte,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,"Soldiner Str. 021, 13359, Berlin",52.5566806,13.3934852
1,Mitte,1030440,Kita der Ev. Osterkirchengem.,Sprengelstr. 035,13353,454 35 59,85.0,Kindertagesstätte,205,Ev. Osterkirchengemeinde,Diakonisches Werk,"Sprengelstr. 035, 13353, Berlin",52.5424502,13.3580678
1,Mitte,1030470,Kita der Kath. Kirchengem. St. Sebastian,Feldstr. 020,13355,4635971,55.0,Kindertagesstätte,9006,Pfarrei St. Elisabeth Berlin,Deutscher Caritasverband,"Feldstr. 020, 13355, Berlin",52.5382558,13.3852296
1,Mitte,1030480,Kindertagesstätte der Caritas St. Robert,Hochstädter Str. 014,13347,4551130,65.0,Kindertagesstätte,300,Caritas Familien- und Jugendhilfe gGmbH,Deutscher Caritasverband,"Hochstädter Str. 014, 13347, Berlin",52.5519605,13.3656152
1,Mitte,1030510,AWO Kita Sonnenblume,Reinickendorfer Str. 062,13347,455 66 50,130.0,Kindertagesstätte,150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Arbeiterwohlfahrt,"Reinickendorfer Str. 062, 13347, Berlin",52.5446235,13.370029
1,Mitte,1030520,EKT - Kila Spatzenkinder,Bastianstr. 018,13357,4655897,18.0,Eltern-Initiativ-Kindertagesstätte,513,Unsere Zukunft e.V.,EKT,"Bastianstr. 018, 13357, Berlin",52.5503826,13.3803363
1,Mitte,1030530,EKT - Flohzirkus Wedding,Eulerstr. 010,13357,4948076,18.0,Eltern-Initiativ-Kindertagesstätte,628,Flohzirkus Wedding e.V.,EKT,"Eulerstr. 010, 13357, Berlin",52.552704,13.389515
1,Mitte,1030540,Hinterhof-Tiger,Sprengelstr. 033,13353,4536620,25.0,Eltern-Initiativ-Kindertagesstätte,676,EIKITA Hinterhof-Tiger e.V.,EKT,"Sprengelstr. 033, 13353, Berlin",52.5424502,13.3580678
1,Mitte,1030550,EKT Sonnenblume,Fehmarner Str. 014,13353,030,18.0,Eltern-Initiativ-Kindertagesstätte,978,Elterninitiativkindertagesstätte Sonnenblume e. V.,EKT,"Fehmarner Str. 014, 13353, Berlin",52.5411839,13.3482217
1,Mitte,1030580,EKT Gänseblümchen,Glasgower Str. 026,13349,4514024,17.0,Eltern-Initiativ-Kindertagesstätte,642,GÄNSEBLÜMCHEN e.V.,EKT,"Glasgower Str. 026, 13349, Berlin",52.557258,13.3418665
1,Mitte,1030600,EKT - Stadtkinder,Grüntaler Str. 008,13357,27018926,27.0,Eltern-Initiativ-Kindertagesstätte,995,Stadtkinder e. V.,EKT,"Grüntaler Str. 008, 13357, Berlin",52.5549335,13.3912638
1,Mitte,1030610,Kleine Himmelswolke,Türkenstr. 005,13349,451 91 30,21.0,Kindertagesstätte,785,Kleine Himmelswolke e.V.,EKT,"Türkenstr. 005, 13349, Berlin",52.55331,13.3472946
1,Mitte,1030620,EKT Krümelbande,Lütticher Str. 005,13353,98430863,13.0,Eltern-Initiativ-Kindertagesstätte,807,Eltern-Initiativ-Kindertagesstätte Krümelbande e. V.,EKT,"Lütticher Str. 005, 13353, Berlin",52.5473702,13.3468231
1,Mitte,1030640,EKT Tausendfüßler,Amsterdamer Str. 012,13347,4562624,19.0,Eltern-Initiativ-Kindertagesstätte,1010,EIKITA Tausendfüßler e. V.,EKT,"Amsterdamer Str. 012, 13347, Berlin",52.5494589,13.3540733
1,Mitte,1030700,EKT - Pustebär,Sparrstr. 019,13353,453 30 76,13.0,Eltern-Initiativ-Kindertagesstätte,1039,Verein zur Förderung integrativer Erziehung e. V.,EKT,"Sparrstr. 019, 13353, Berlin",52.5413881,13.3604354
1,Mitte,1030710,"EKT - ""Eisbär""",Sparrstr. 020,13353,453 90 38,15.0,Eltern-Initiativ-Kindertagesstätte,1039,Verein zur Förderung integrativer Erziehung e. V.,EKT,"Sparrstr. 020, 13353, Berlin",52.5413881,13.3604354
1,Mitte,1030720,EKT - Tüte Mücken,Togostr. 078,13351,451 20 76,60.0,Eltern-Initiativ-Kindertagesstätte,1027,Tüte Mücken e.V.,EKT,"Togostr. 078, 13351, Berlin",52.550574,13.3454871
1,Mitte,1030730,Pädag.Initiative EKT am Schillerpark,Türkenstr. 015,13349,4514073,20.0,Eltern-Initiativ-Kindertagesstätte,555,Pädagogische Initiative EKT am Schillerpark e.V.,EKT,"Türkenstr. 015, 13349, Berlin",52.55331,13.3472946
1,Mitte,1030740,EKT - Kinderhütte Wiesenstraße,Wiesenstr. 028,13357,030 465 91 00,20.0,Eltern-Initiativ-Kindertagesstätte,739,Kinderhütte Wiesenstraße e. V.,EKT,"Wiesenstr. 028, 13357, Berlin",52.5486919,13.3719918
1,Mitte,1030750,EKT Sparrbande,Sparrstr. 021,13353,4533773,15.0,Eltern-Initiativ-Kindertagesstätte,986,EKT Sparrbande e.V.,EKT,"Sparrstr. 021, 13353, Berlin",52.5413881,13.3604354
1,Mitte,1030760,Kita A13,Amsterdamer Str. 013,13347,450 812 660,45.0,Kindertagesstätte,1211,Deutscher Kinderschutzbund Landesverband Berlin e. V.,Sonstiger freier Träger,"Amsterdamer Str. 013, 13347, Berlin",52.5494589,13.3540733
1,Mitte,1030770,Kinderhaus Kunterbunt,Wiesenstr. 025,13357,462 20 76,115.0,Kindertagesstätte,1260,Unionhilfswerk Sozialeinrichtungen gemeinnützige Gesellschaft mbH,Sonstiger freier Träger,"Wiesenstr. 025, 13357, Berlin",52.5486919,13.3719918
1,Mitte,1030780,Deutsch-Französische Kita/Kigä City,Afrikanische Str. 121,13351,4528036,150.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Afrikanische Str. 121, 13351, Berlin",52.5539469,13.3356858
1,Mitte,1030790,Kita der Bayer Pharma AG,Müllerstr. 008,13353,46812018,150.0,Kindertagesstätte,1650,Bayer Pharma AG,Betriebskita,"Müllerstr. 008, 13353, Berlin",52.5399154,13.3702754
1,Mitte,1030800,EKT Jo Jo,Schwedenstr. 003A,13357,4656455,26.0,Eltern-Initiativ-Kindertagesstätte,693,Jo-Jo e.V.,EKT,"Schwedenstr. 003A, 13357, Berlin",52.5562188,13.3745042
1,Mitte,1030820,Kita Liebenwalder Str. 45/Kigä City,Liebenwalder Str. 045,13347,34620660,135.0,Kindertagesstätte,120,Kindergärten City,Eigenbetrieb,"Liebenwalder Str. 045, 13347, Berlin",52.5520053,13.361916
1,Mitte,1030830,Wolke 7 gGmbH,Sparrstr. 022,13353,0151/51391160,25.0,Eltern-Initiativ-Kindertagesstätte,1075,Wolke 7 gemeinnützige Gesellschaft mbH,Sonstiger freier Träger,"Sparrstr. 022, 13353, Berlin",52.5413881,13.3604354
1,Mitte,1030850,Kita SilberStern,Stettiner Str. 056,13357,4941049,40.0,Kindertagesstätte,1306,SEHstern e.V.,Sonstiger freier Träger,"Stettiner Str. 056, 13357, Berlin",52.551366,13.3835723
